text,label
  maze lele maze      ,neutral
  gandu behanchod yai youthiye ya chootiyee gandi nasal ke gandey keetrey jo imran nashiee ki gaand chaat kar khtey hain hum khudaar hain  oye hera mandi ki rd class tawaf ke bachon woh bhi khotey main se jub yai log pti main shamil ho rhy us waqat yai tamri bajiyoun kar lotey nahi thie fuk off arsholes ,negative
  hum b sir ko kahin ge yehi karwain hmy haha ,positive
  gay bach kar gadhe paluga ab ,neutral
  bkwas content ,negative
  ya drs lae lay tst main phn kar jana ,positive
  bhai time pas ky liye acha drama hai rozay ky bad qatil ,positive
  pakistan ky mare dosto ma real feelings hoti han  qatil ,neutral
  bharti reyasat main shadeed barishon ky bais mukhtalif hadsat main halakato ki tadaad  ho gai qatil ,negative
  maine ise nid me suna tha yai favorite ban gaya bahot acha song hai ,neutral
  bhot acha hai y drama mn dykhti han qatil ,positive
  kai karay ,neutral
  pora mardo wala look kya wa hai  orton jaise nazakat hi nahi ismay ,neutral
  mob to li liya charger lhn sa lai gia ,neutral
  dear ramazan hai is liye gaali nahi deh rha  me dollar  rs tha us ke bad petrol subsidies provide ki gye the which resulted in petrol price lowered in pakistan and dollar gone up i dont support imran khan either noor any of the politicians in this country ja ke research karo or phir asi comments kro ap ki is govt ny konsi achievements reach kiye jo asi posts krrhi hai ,positive
  bohat khoob soorat huma ,positive
  khuda mobbht ka season  digiye pllllllllllllzzzzzzzzzzzx ,neutral
  mask ku nh pehnti ,neutral
  ek tou tera ghar basa rahe hon main qatil ,positive
  bilkul thehk ,positive
  nikal oye chora  din raat tmain lanatein or galian parhti hain par sharam nahi aati ,negative
  pakistan ki jo jarnil hi oaski waja so afya jil me hi ,negative
  yai film bhi kamiyab rahe or yun sylvester stallone hollywood ke super star ban age ,positive
  yai aunty  main ki wife hai qatil aree baap re baap ,neutral
  haramkhoor begairat besharam choorni kutiya ,negative
   baar bhi suno to maan nahi varega aisa song hai ,positive
  shareef family chor hai ,negative
  mashaallah allah baraket dy ,positive
  fazool bakwas ,negative
  jhout bol ra han  lac ma milla jate han ,negative
  mashallah insallah we will fight        ,positive
  jis government ny inhe arrest kya hai wo khud b hindi ky through hai paisay bhejte hain or sab idare koe b bank ky through nahi bhejta ku bank ka rate kaam hota hai hindi ka rate zyada hota hai tbi wo log b hundi ky through hai paisay bhijwate hain yai sab chor ky bachi hain government samer sab idare mile huye hain pakistan ka bera gharak kar rahe hain sab mil ky ,negative
  or kitni dyr main order pihchy ga ,positive
  waqai wah      ,positive
  kamal hai ,positive
  sahi hai wallah dil toot gaya bachon ka qatil ,negative
  banks ky bahar footpath par lagay generator  maah main hatanay ka hukam jis ky bad kmc dmc karrawai krian gy qatil ,negative
  haqiqe azadi  august  in shaa      ,positive
  google maps hi usi krleti yasir bhai nice try    ,neutral
  wah wah wah larki allah tumh aqal dy ,positive
  galiann khanay ky liay yai log interview dy daty hain pata nahi ku ,negative
  yai issembli hai jisme member mojeed hi nahi ,positive
  mobarak ho pervaiz khatak ky cases ab khatam hojaen gyshame ,neutral
  is pakistani drama and song ke jaisa dusra koe song ho hi nahi sakta beautiful amazing song ,neutral
   main aqwam e mutehda ke shoaba itlaat main deputy secretary general muntakhib hue ,positive
  is se pheley bazmi sahab ny th class ki ek  saala bangali talba rona laila ko daryaft kya or film âaasraâ main yai gana gavawa ânena taras gaye piya aai na sare raatâ jab bazmi sahab ânag maniâ ka gana âsajna reâ compose kar rahe the to un ke zehan main rona laila ki awaz the ,positive
  gulberg me  saala bacha nale me doob ker janbahaq qatil ,negative
  sabzi chawal bana ke khilaya kariye fir ,negative
  lanat hai tumhara xhoje dar par or tum par  crore ka chori krwali magar  hazr main guard nahi rakha gyyy ,negative
  yai rida mrdana type c hai ,neutral
  sahb agrapbhi khurshed shah ki comittee ky zariy regular hooy hotai to     apapni promotion ure zyada noto/peso ki khatir doosro ka rozgar hee khatam karna chahty hain wah kya bat hai allah nyapka jo rizaq lia hai wahi apko mily ga doosro ka bura mt sochin pppp ky dore main woh log bhe regular hooy jo mushraf dore main khalistan mert pae aai ty jo kise ka bura sochta hai woh haqiqat main apna bura sochta hai allahapko hidayat day (ameeen) ,negative
  malir or golimar me rangers ki karrawai  mulziman giriftar qatil ,positive
  mahabharat ho to essi ho varna na ho khuda ke kehlaaf chala jaouga lekin tumare bina nahi ji sakta     ,neutral
  kon chintooo aa jedii shadii joi aa ,positive
  jhoke sial ko abid ali ke hawali se is leye bhi yaadgar serial qarar diya jata hai ke awal to us ke zariye unhon ny apni shanakht banai phir ise serial main apni saath kaam karni wale humeira chudhry ko apna jevan saathi bhi bana liya jin se abid ali ki  betiyan hain or teeno hi in dinon showbiz main ala muqam par hain ,positive
  se pmln ki rally rawa dawan naghmon per raqs ,positive
  scheme ka naam kya hai   ,neutral
  episode  bhejo dy ,neutral
  super drama ,positive
  to is se hamain or pakistan ko kya faida hua  ,positive
  chal nekal kesi gashti ki ulood ,negative
  olu ky pathy talaq ko hamaray allah or nabi no nay na pasand kya hai phir to kon hota hai yah kehnay wala talaq koe asi bat nhe yn r sach aa mental sick person yn should b admit in mental hoapital          ,negative
  saza mili  allah pak reham farmaey uskay ghar walo per or uske magfirat farmaey ameen ,positive
  kbi kbi hum log jhute logo ke dikhawe ko sach samajh lete hai or jindgi jity jate hai umar bitne par ahsash hota hai ki kya kya aaj jisay bchho ki pdi hai ek time wahi tha jo body ki bhook bujhane ko pda rhta hai ,neutral
  zabardast yar qatil khus kar diya love you khan sab ,positive
  ganda shks hai hai yai qatil ,negative
  louta lota louta ae kutta lota   ,negative
  kafar lant han ,negative
  hamari pas jo be hai ussay lekar kush rhna caheiye ku ke kotch lugo ke pas bo be to nahi hota hai qatil so we should stay happy with any setuation ,neutral
  fazool bakwas karti hai                            ,negative
  or ayga ki bhi nahin ayga ,neutral
  maro muje maro ,neutral
  yai ho ganwar or rapist or qatil gandy mla or mp baithe hain yai kon se website par apply kiye thhe ,neutral
  dil ko chu ny wala song hain yai nice drama and lovely song ,positive
  lanat tery py hint tou dy ,negative
  apki bat bilkul sahi hai mam ji ,neutral
  mujhe bhut rona aya ,neutral
  aunty pagal hogae hain abhi lahore ka haal pata hai    ,negative
  allah hidayat dee inko ,positive
  remid devis kaano torta hai  pakistani mar deta hai or yahan ki adalat usy protocol ky saath mulk se nikal deti hai dr aafia ny kise american ki jan ni li lekin wo waha qayd hy  ye hai pakistanio tumhari oqaat ,neutral
  bhai to kab aa raha hai lene mars nhn jana kya qatil ,positive
  ab to awam ko bewakoof bana band karo dramt baaz ,negative
  stay ka ek thela kitnay din chalay ga  yai bhee batayin not impressed  very disappointed from shahbaz performance ,positive
  qayam e pakistan ke bad un ki pheli film âhichkoleâ thijo  main numaish ke leye paish hoi ,positive
 sardi ka mausam pasand hai mujhe aur bahar ghoomna bhi pasand hai par mujhe zukam bohat kharab hota hai sardi mein,positive
  allah apko salamat rakhy ,positive
  qatil us doran unhi kae kohna mushq or tajurbakar qanondano se milne ka itafaq hua ,positive
  dil ko chugay ya song ,positive
  text ky naam par sood ,positive
  allah he hafiz hi in jahlon kabesharam begharat log ,positive
  beeghreerto doob maro sham on you ,neutral
  ya allah kya bny ga is qom ka ,neutral
  kya darma hai yar sacchi i feel it    ,neutral
  gotha koe tum ko like nahi karta ,negative
  shaitan ky bhai ,negative
  allah aisay police walo ko tabah kry gandy ghateya log ,negative
  batti bana lo dar sab kaam ayege ander ,positive
  akshay sir sabsy best he ,positive
  acha ji yai bat hai ,positive
  wonderful ,positive
  aapka teeth theak karwa lijiye main teeth main gap hai jo sunder nahi dikh raha ,neutral
  wah ek baar pir fatima afendi ka dmake dar drama ,positive
  yehi to bolra hai ky sabh hi kharab hainapmujhse se kise ko munsalik na karen main sare parties and generals ky khilaf hun  imran khan yahudi hi rahegaapresearch karen or nahi karni to meri shared video daikh li  bcuz main to jhota hun but drisrar ahmed se sacha insaan pakistan main nahi hosakta ,negative
  azam khan bari mehnati or hosla wale khilari thay ,positive
  sachi bat he vp bori hawateen bi      bol rahe he ,neutral
  bahoot khoob ,positive
  we want season  with feroz khan and iqra aziz ,positive
  election krao mulk bachao ,positive
  lanti chor ,negative
  yai vahi thoode vali anti he  ,negative
  khudha ki thoeen is seril me or aa gane me bhi ,neutral
  allah apnay hifzo aaman main raakhy sab ko    ,positive
  han exactly or ek ullo ky pthaty log jo bina bat smjhaey reply kya ja rhy  kash yai bechary jamatein parh letay ,negative
  kanjron ki phuppo     ,positive
  chor baz shareef ,negative
  nawaz shareef ko pakro harimi police walo tum logo ki again ma me land marey yai adnan ,negative
  allah pak karam kry ga insha'allah ,positive
  allah hidayat dy subko ,positive
  log khaity hai kyu sorakh hai tumhari ankhein main hans kar kaeh deta ho raat ko so nahi sga lakh chaho magar yai na kaeh sgo ky raat ko ronay ki hasrat the magar roo na saga qatil  qatil bilal jandran ,neutral
  hahaha yai saka kanjar awaaam ko chuna laga rhabhenchooood russia se tumhe % kum tail mila hai or to dallay sir  rupay kum ker rhajb mehenga karna hota hai tw ek saath zyada mehenga karti ho lekin jab sasta karna hota hai tw awaaaam ko churan dy dety h ,negative
  song bot acha hai par yai log kapde ni pehente yrr song ki aisi taisii kar dete b ,positive
  bahut khoob ,positive
  allah kareem in norani charon ko sada salamat rhkay ameen or har bore nazar sy mhfoz frmay ameen ,positive
  qatil chief of army general asif nawaz jijuwa ki muat ki tehqiqati commotion main shamil the jis ke sarbarah justice saif ur rahman the ,positive
  plzz is drama ko kuchhh mahina aor chalaien ,positive
  mohlat drama ka gar hai ,positive
  allah ki lanat ho tum pdm walo py ,negative
  mam yn r genius ,neutral
  saala pagal khuta ,negative
  lanat lanat ,negative
  mazak bana ky rakha huwa han pakistan ka iss sab ky lye humar bazurgo ny azadi li thi   ,neutral
  imran khan zendabad khan zendabad ,neutral
  yar jo hum kry wo asan jo tum karun wo mushkil yai kaha ka hai insaaf :d lol ,negative
  especially mam rehana ky ppr me kbhi woh nazar nah aya joh parhaya unhon ny ,negative
  pakistan need hard working youth and she is aa inspiration of or youth    ,neutral
  lanti jhoot bol raha hai ,negative
  ise ko pata hai to btay plz ,neutral
  i love drama ,positive
  bhut acha song hai i love this song love from india ,positive
  bakwas laaaannnaaaaatttt ,negative
  in shaa allah ,positive
  kitna dard hai yar is song me ,negative
  main bhi tumhe nahi usko bol raha hu ,neutral
  oh lanti kuttay begairatnazar nahi aa rahe palestine ki halat oh lanti kuttay jag begairat jag harami allah karay tera jinaza parhnay wala koe na ho begairat kuttay ek lafz b tery mooh sy nikala israel begairat kya kar raha hai ,negative
  song bohot nice hai is bol py goarr karo par video bohot rang bani hai in logo ny ya bat rahet bhai ko dahkni cahy ,positive
  bavkoof mat banao bluetooth only  meter tak hi kaam karta hai ,neutral
  sach aa beautiful song       ,positive
  ek min ek min ap zara  min chup rahe ,negative
  mashallah waqi ek chamakta sitara ,positive
  ushna ki phuddi chstna chatta han ,neutral
  allah hifazat farmy ga sab ki never give up        ,positive
  lanat in lalchi logu per bhar main jaye yai ,negative
   haftay main dusri baar aaty ki qemat main  rupay izafa  kilo aaty ka thaila retail satah par  rupay ka ho giya qatil ,negative
  khana me khud garam karlunga ,positive
  + hamne suna hai    jab bi aa gana sunta hoon dil ko sakon milta hai mujko      love from india       ,neutral
  apnay name ke poetry video banwany ky liay comment karo ,neutral
  sach kaha hai kise ny pyar karni wale kabhi mile hi nahin ummid mar gay hain lekin kabhi mil nahi qatil payein ,neutral
  kafar lant han ,negative
  guzishta ek saal ke doran pakistan main larkiyo or orton ke liye qaiam edhi homes jin main karachi multan lahore islamabad peshawar quetta main gharelo tashadud ya degar wajohat ki bunyad par panah ke liye anay wale ladkiyon orton jin ke saath bachen bhi the un ko arzi tour par panah di gai ,positive
  abid ali pakistan ke wo fankar hain jinho ny pichle  saalo main betakan kaam kya or adakaron ki  naslo ke saath na sirf adakari ki balke naziren ki  naslo ko apni fan se mehzoz bhi kya ,positive
  allah hum sab py reham kry allah in shaitan hukamrano or jo inky saath mily wy hain subko tabah oh barbad kry zalemon ky liye koii hidayat ni hai ameen sumameen ,positive
  hi me from punjab india se hun or jeh song very very super duper thanks pakistan aise singer jo janam diya pakistan ki dharti pe thankyou mare pakistan bhai bheno ko ,neutral
  mardan me iss ka koe pochta bhe nhy hy         ,neutral
  qatil rafaa aama muslim league or barresagher ki taqriban tamam tehreekon main inho ny bharpor hissa liya or akhir muslim league ke he rahe or nazariya e pakistan ke liye apni tama tar tawanaiyan waqaf kar deen ,positive
  ahreee umeed imran khan ,positive
  question: haliya dinon main bainul aqwam satah parapki karkerdagi nisbatan bahter rahe hai agae kya tawaqoat hain  ,positive
  aree kahna kya chahty hoap       ,neutral
  lafz possibl or mare soch milty julty hn ,positive
  sbi farzi bank hai ,negative
  pakistan b un se pyar karta hai yai batana bhool gayeap,positive
  same feriha jaisa he yai serial feriha emir se bhi ise hi mila tha phone toota tha feriha na bhi yhi kaha tha ,positive
  kya khabar the ky tujhay yai hunar b aata hai qatil ,negative
  jabappoliticians ky jhoot sun kar unn per believe kar letay hain or vote b dety hain to in bhai ki b sun lain or inkey liye dua krein kya pata sach he bat kar rae houn allah sab ky pardey rakhay or gheb se madad farmaey ameen ,negative
  allah pakapka saya hum par salamat raakhi ,positive
  lanat hai tum jaisay beghairaton pe qatil ,negative
  lol thank you so much qatil ,positive
  you threatened supreme court daddu charger tera bhi din aye ga tera bhi hisaab hoga is dunya nhi to agli ,positive
  pyar batne se barta hai to b bant ,neutral
  madam godara kand ka naam nahi liya ,neutral
  bahut hi acha gana hai ek dum dil ko chu liya iss gane ny ,positive
   main to hn ap thehri wahi jahil qatil ,negative
  intne jaheliyat  qatil astaghfirullah ,negative
  allah pak yai zulam karna walo ko tabah oh barbad kardaey ameen         ,positive
